Name,Chosen Name,URL
Abe Yoshimasa,Abe Yoshimasa,https://www.kunaicho.go.jp/e-about/history/history.html
Abe Yoshitoki,Abe Yoshitoki,https://www.kunaicho.go.jp/e-about/history/history.html
Abe Yasukazu,Abe Yasukazu,https://www.kunaicho.go.jp/e-about/history/history.html
Abe Yoshihiko,Abe Yoshihiko,https://www.kunaicho.go.jp/e-about/history/history.html
Abe Shintaro,Abe Shintaro,https://www.kunaicho.go.jp/e-about/history/history.html
Adachi Ken,Adachi Ken,https://www.kunaicho.go.jp/e-about/history/history.html
Abe Yukihiko,Abe Yukihiko,https://www.kunaicho.go.jp/e-about/history/history.html
Abe Yoshinori,Abe Yoshinori,https://www.kunaicho.go.jp/e-about/history/history.html
Yukio Hatoyama,Yukio Hatoyama,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Shinzo Abe,Shinzo Abe,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Shigeru Ishiba,Shigeru Ishiba,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Taro Aso,Taro Aso,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Yoshihide Suga,Yoshihide Suga,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Shinzō Abe,Shinzō Abe,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Junichirō Koizumi,Junichirō Koizumi,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Tarō Asō,Tarō Asō,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Fumio Kishida,Fumio Kishida,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Taro Kono,Taro Kono,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Saburo Sakai,Saburo Sakai,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
Tarō Kōno,Tarō Kōno,https://www.sangiin.go.jp/japanese/joho1/kousei/eng/members/index.htm
NAKAYAMA Yoshiyuki,NAKAYAMA Yoshiyuki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHINODA Hisayuki,SHINODA Hisayuki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YOSHIDA Makoto,YOSHIDA Makoto,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHIMOMURA Yoshihisa,SHIMOMURA Yoshihisa,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Hiroshi,KISHIDA Hiroshi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
TAKAHASHI Shigeki,TAKAHASHI Shigeki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
TAKADA Yasuhito,TAKADA Yasuhito,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHINODA Kazuo,SHINODA Kazuo,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KONO Taro,KONO Taro,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAJIMA Atsushi,NAKAJIMA Atsushi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAO Hirofumi,NAK Hirofumi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAYAMA Mikio,NAKAYAMA Mikio,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAGAWA Shoichi,NAKAGAWA Shoichi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAYAMA Nariaki,NAKAYAMA Nariaki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAYAMA Masanori,NAKAYAMA Masanori,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Sadakazu,KISHIDA Sadakazu,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
TAKAHASHI Korekiyo,TAKAHASHI Korekiyo,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YAMASHITA Taro,YAMASHITA Taro,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KATO Takaaki,KATO Takaaki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAYAMA Yoshito,NAKAYAMA Yoshito,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAO Minoru,NAK Minoru,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Michihiko,KISHIDA Michihiko,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YOSHIDA Ken,YOSHIDA Ken,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
FUJIMURA Akira,FUJIMURA Akira,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
FUNABASHI Akira,FUNABASHI Akira,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
TAKAHASHI Taro,TAKAHASHI Taro,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
TAKADA Hiroshi,TAKADA Hiroshi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
ASO Taro,ASO Taro,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Fumio,KISHIDA Fumio,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KONO Bunmei,KONO Bunmei,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YOSHIDA Yoshihito,YOSHIDA Yoshihito,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YAMADA Haruki,YAMADA Haruki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
MACHIMURA Hiroshi,MHIMURA Hiroshi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHIOZAKI Yasutoshi,SHIOZAKI Yasutoshi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YOSHIDA Taro,YOSHIDA Taro,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Seiji,KISHIDA Seiji,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Katsunobu,KISHIDA Katsunobu,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YOSHIDA Kensuke,YOSHIDA Kensuke,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KAWASAKI Katsuya,KAWASAKI Katsuya,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
KISHIDA Toshimitsu,KISHIDA Toshimitsu,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YASUDA Hirofumi,YASUDA Hirofumi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YOSHIDA Shigeru,YOSHIDA Shigeru,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHIMIZU Yoshiki,SHIMIZU Yoshiki,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHIMIZU Ken,SHIMIZU Ken,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHINZO Abe,SHINZO Abe,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
TAKAHASHI Yoriko,TAKAHASHI Yoriko,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
YAMASHITA Yoichi,YAMASHITA Yoichi,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
SHIMOMURA Taro,SHIMOMURA Taro,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
NAKAYAMA Masaharu,NAKAYAMA Masaharu,https://japan.kantei.go.jp/100_kishida/meibo/index_e.html
Prime Minister,,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of the Environment,andClimateChangeCatherineMcKennaCatherine andClimateChangeMinisterofEnvironmentandClimateChangeChange,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Justice,andAttorneyGeneralofCanadaMinisterofJusticeandAttorneyGeneralofCanadaMinister andAttorneyGeneralMinisterofJusticeandAttorneyGeneralMinisterofJusticeandAttorneyGeneral,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Finance,BillMorneauBill MrAbdulHamidHamid,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Land Infrastructure Transport and Tourism,Tetsuzo Tsukuba,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Economy Trade and Industry,Minister MinisterofEconomyTradeandIndustryIndustry,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Internal Affairs and Communications,Taro Fukuda,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Deputy Prime Minister,Deputy ,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Foreign Affairs,FirstnameMinister ThisstringisMinisterofForeignAffairsLastnameAffairs,https://japan.kantei.go.jp/100_kishida/meibo/daijin/index_e.html
Minister of Education Culture Sports Science and Technology Matsuda Hiroshi,Hiroshi Matsuda,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of Agriculture Forestry and Fisheries Takamori Yoshio,Takamori Yoshio,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Deputy Prime Minister and Minister of Finance Aso Taro,Taro Aso,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of Economy Trade and Industry Seko Hiroshige,Seko Seko,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of Land Infrastructure Transport and Tourism Takeda Shingo,Shingo Takeda,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of Health Labour and Welfare Saiki Kotaro,Kotaro Saiki,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of Justice Takimoto Mitsuhide,Mitsuhide Takimoto,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of the Environment Kobayashi Shunichi,Shunichi Kobayashi,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Prime Minister ABE Shinzo, ABE Shinzo,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister of Defense Inada Tomomi,Tomomi Inada,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister for the Reconstruction of the Fukushima Daiichi Nuclear Power Plant Accident Yamanaka Shunichi,Shunichi Yamanaka,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
Minister for Foreign Affairs Kishida Fumio,Fumio Kishida,https://japan.kantei.go.jp/100_kishida/meibo/fukudaijin/index_e.html
YOSHIDA Keiji,YOSHIDA Keiji,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
FUJII Shigeru,FUJII Shigeru,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
MATSUZAWA Tatsuo,MATSUZAWA Tatsuo,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
KODAMA Ken,KODAMA Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
YAMASHITA Ken,YAMASHITA Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
KATAGIRI Ken,KATAGIRI Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
NAKAGAWA Ken,NAKAGAWA Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
NAKAYAMA Taro,NAKAYAMA Taro,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
MATSUBAYASHI Ken,MATSUBAYASHI Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
SAITO Ken,SAITO Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
NAKABAYASHI Seiki,NAKABAYASHI Seiki,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
YAMAMOTO Ichiro,YAMAMOTO Ichiro,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
KATO Ken,KATO Ken,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
UEDA Taro,UEDA Taro,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
NAGAO Ryosei,NAG Ryosei,https://japan.kantei.go.jp/100_kishida/meibo/seimukan/index_e.html
Zhang Gaoli,Zhang Gaoli,https://japan.kantei.go.jp/100_kishida/meibo/sourihosakan/index_e.html
Meng Jianzhu,Meng Jianzhu,https://japan.kantei.go.jp/100_kishida/meibo/sourihosakan/index_e.html
Yu Zhengsheng,Yu Zhengsheng,https://japan.kantei.go.jp/100_kishida/meibo/sourihosakan/index_e.html
Li Keqiang,Li Keqiang,https://japan.kantei.go.jp/100_kishida/meibo/sourihosakan/index_e.html
Wang Qishan,Wang Qishan,https://japan.kantei.go.jp/100_kishida/meibo/sourihosakan/index_e.html
Zhang Dejiang,Zhang Dejiang,https://japan.kantei.go.jp/100_kishida/meibo/sourihosakan/index_e.html
Tomomi Inada,Tomomi Inada,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Koichi Hagiuda,Koichi Hagiuda,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Yasutoshi Nishimura,Yasutoshi Nishimura,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Fumio Hashimoto,Fumio Hashimoto,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Toshihiro Nikai,Toshihiro Nikai,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Yuko Obuchi,Yuko Obuchi,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Ryota Takeda,Ryota Takeda,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Seiko Noda,Seiko Noda,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Toshimitsu Motegi,Toshimitsu Motegi,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Shunichi Suzuki,Shunichi Suzuki,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Katsunobu Kato,Katsunobu Kato,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Hiroshige Seko,Hiroshige Seko,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Akira Amari,Akira Amari,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Hiroshi Kajiyama,Hiroshi Kajiyama,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Kazuyuki Yamamoto,Kazuyuki Yamamoto,https://www.jbaudit.go.jp/english/jbaudit/commission.html
Mr. Yasuhisa Shiozaki,Yasuhisa Shiozaki,https://www.courts.go.jp/english/about/justice/index.html
Mr. Masahiko Shibayama,Masahiko Shibayama,https://www.courts.go.jp/english/about/justice/index.html
Mr. Keiji Furuya,Keiji Furuya,https://www.courts.go.jp/english/about/justice/index.html
Mr. Fumio Kishida,Fumio Kishida,https://www.courts.go.jp/english/about/justice/index.html
Mr. Toshihiro Nikai,Toshihiro Nikai,https://www.courts.go.jp/english/about/justice/index.html
Mr. Hiroshige Seko,Hiroshige Seko,https://www.courts.go.jp/english/about/justice/index.html
Mr. Taro Kono,Taro Kono,https://www.courts.go.jp/english/about/justice/index.html
Mr. Fumio Hayashi,Fumio Hayashi,https://www.courts.go.jp/english/about/justice/index.html
Mr. Takumi Nemoto,Takumi Nemoto,https://www.courts.go.jp/english/about/justice/index.html
Mr. Koichi Hagiuda,Koichi Hagiuda,https://www.courts.go.jp/english/about/justice/index.html
Mr. Koji Yamamoto,Koji Yamamoto,https://www.courts.go.jp/english/about/justice/index.html
Mr. Shinjiro Koizumi,Shinjiro Koizumi,https://www.courts.go.jp/english/about/justice/index.html
Mr. Wataru Takeshita,Wataru Takeshita,https://www.courts.go.jp/english/about/justice/index.html
Mr. Takuya Hirai,Takuya Hirai,https://www.courts.go.jp/english/about/justice/index.html
Mr. Sanae Takaichi,Sanae Takaichi,https://www.courts.go.jp/english/about/justice/index.html
Mr. Seiko Noda,Seiko Noda,https://www.courts.go.jp/english/about/justice/index.html
Mr. Yoshihide Suga,Yoshihide Suga,https://www.courts.go.jp/english/about/justice/index.html
Mr. Hiroto Izumi,Hiroto Izumi,https://www.courts.go.jp/english/about/justice/index.html
Mr. Katsunobu Kato,Katsunobu Kato,https://www.courts.go.jp/english/about/justice/index.html
Mr. Shunichi Suzuki,Shunichi Suzuki,https://www.courts.go.jp/english/about/justice/index.html
Mr. Toshimitsu Motegi,Toshimitsu Motegi,https://www.courts.go.jp/english/about/justice/index.html
Mr. Taro Aso,Taro Aso,https://www.courts.go.jp/english/about/justice/index.html
Mr. Hiroshi Moriyama,Hiroshi Moriyama,https://www.courts.go.jp/english/about/justice/index.html
Mr. Shigeru Ishiba,Shigeru Ishiba,https://www.courts.go.jp/english/about/justice/index.html
Mr. Katsura Enoki,Katsura Enoki,https://www.courts.go.jp/english/about/justice/index.html
Hitoshi Suzuki,Hitoshi Suzuki,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Haruhiko Kuroda,Haruhiko Kuroda,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Masazumi Wakatabe,Masazumi Wakatabe,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Manabu Sakai,Manabu Sakai,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Etsuro Honda,Etsuro Honda,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Yoshihisa Morita,Yoshihisa Morita,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Yutaka Harada,Yutaka Harada,https://www.boj.or.jp/en/about/organization/policyboard/index.htm/
Mr. Katsunobu Katō,Katsunobu Katō,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Mr. Tarō Kōno,Tarō Kōno,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Mr. Nobutaka Machimura,Nobutaka Machimura,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Mr. Motohide Yoshikawa,Motohide Yoshikawa,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Mr. Tarō Asō,Tarō Asō,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Mr. Seiji Maehara,Seiji Maehara,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Mr. Yasuo Fukuda,Yasuo Fukuda,https://www.un.emb-japan.go.jp/aboutus/ambassadors_minami.html
Katsunobu Katō,Katsunobu Katō,https://www.oecd.org/japan/japan-ambassador.htm
Nobuteru Ishihara,Nobuteru Ishihara,https://www.oecd.org/japan/japan-ambassador.htm
Seiji Maehara,Seiji Maehara,https://www.oecd.org/japan/japan-ambassador.htm
Sanae Takaichi,Sanae Takaichi,https://www.oecd.org/japan/japan-ambassador.htm
Tetsuo Saito,Tetsuo Saito,https://www.oecd.org/japan/japan-ambassador.htm
Sheikh Hamad bin Khalifa Al Thani,Sheikh AlThani,https://www.mofa.go.jp/about/hq/list2.html
Saddam Hussein,Saddam Hussein,https://www.mofa.go.jp/about/hq/list2.html
King Mswati III,King MswatiIII,https://www.mofa.go.jp/about/hq/list2.html
Wen Jiabao,Wen Jiabao,https://www.mofa.go.jp/about/hq/list2.html
Abdullah bin Abdulaziz Al Saud,Abdullah Saud,https://www.mofa.go.jp/about/hq/list2.html
Silvio Berlusconi,Silvio Berlusconi,https://www.mofa.go.jp/about/hq/list2.html
Raul Castro,Raul Castro,https://www.mofa.go.jp/about/hq/list2.html
Bill Gates,Bill Gates,https://www.mofa.go.jp/about/hq/list2.html
Imad Mugniyah,Imad Mugniyah,https://www.mofa.go.jp/about/hq/list2.html
Hillary Clinton,Hillary Clinton,https://www.mofa.go.jp/about/hq/list2.html
Hu Jintao,Hu Jintao,https://www.mofa.go.jp/about/hq/list2.html
King Fahd,King Fahd,https://www.mofa.go.jp/about/hq/list2.html
Jiang Zemin,Jiang Zemin,https://www.mofa.go.jp/about/hq/list2.html
Carlos Slim,Carlos Slim,https://www.mofa.go.jp/about/hq/list2.html
King Juan Carlos,IofSpainJuan ofSpainCarlos,https://www.mofa.go.jp/about/hq/list2.html
Mahmoud Ahmadinejad,Mahmoud Ahmadinejad,https://www.mofa.go.jp/about/hq/list2.html
Pope Benedict XVI,Pope Benedict,https://www.mofa.go.jp/about/hq/list2.html
Robert Mugabe,Robert Mugabe,https://www.mofa.go.jp/about/hq/list2.html
Benjamin Netanyahu,Benjamin Netanyahu,https://www.mofa.go.jp/about/hq/list2.html
Hassan Nasrallah,Hassan Nasrallah,https://www.mofa.go.jp/about/hq/list2.html
Vladimir Putin,Vladimir Putin,https://www.mofa.go.jp/about/hq/list2.html
George Soros,George Soros,https://www.mofa.go.jp/about/hq/list2.html
Najib Razak,Najib Razak,https://www.mofa.go.jp/about/hq/list2.html
Amitabh Bachchan,Amitabh Bachchan,https://www.mofa.go.jp/about/hq/list2.html
Fidel Castro,Fidel Castro,https://www.mofa.go.jp/about/hq/list2.html
Queen Beatrix,Queen Beatrix,https://www.mofa.go.jp/about/hq/list2.html
King Abdullah,King Abdullah,https://www.mofa.go.jp/about/hq/list2.html
Pervez Musharraf,Pervez Musharraf,https://www.mofa.go.jp/about/hq/list2.html
Mr. Malcolm Turnbull,Malcolm Turnbull,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mrs. Jennifer Rawson,Jennifer Rawson,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Greg Hunt,Greg Hunt,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Scott Morrison,Scott Morrison,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Tony Negus,Tony Negus,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
H.E. Mr. Bruce Miller,Bruce Miller,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Peter Woolcott,Peter Woolcott,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Josh Frydenberg,Josh Frydenberg,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Peter Dutton,Peter Dutton,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Mr. Craig Laundy,Craig Laundy,https://www.au.emb-japan.go.jp/itpr_en/about_ambassador_profile_en.html
Lee Hae-chan,Lee Hae-chan,https://eng.president.go.kr/sub/profile.php
Im Jong-seok,Im Jong-seok,https://eng.president.go.kr/sub/profile.php
Park Kwang-on,Park Kwang-on,https://eng.president.go.kr/sub/profile.php
Park Young-sun,Park Young-sun,https://eng.president.go.kr/sub/profile.php
Kim Eun-kyung,Kim Eun-kyung,https://eng.president.go.kr/sub/profile.php
Joo Hyung-chul,Joo Hyung-chul,https://eng.president.go.kr/sub/profile.php
Kim Jong-sik,Kim Jong-sik,https://eng.president.go.kr/sub/profile.php
Lee Nak-yeon,Lee Nak-yeon,https://eng.president.go.kr/sub/profile.php
Park Jie-won,Park Jie-won,https://eng.president.go.kr/sub/profile.php
Park Jong-sun,Park Jong-sun,https://eng.president.go.kr/sub/profile.php
Moon Jae-in,Moon Jae-in,https://eng.president.go.kr/sub/profile.php
Kim Hyun-chong,Kim Hyun-chong,https://eng.president.go.kr/sub/profile.php
Park Byeong-seug,Park Byeong-seug,https://eng.president.go.kr/sub/profile.php
Yoo Il-ho,Yoo Il-ho,https://eng.president.go.kr/sub/profile.php
Kim Young-joo,Kim Young-joo,https://eng.president.go.kr/sub/profile.php
Choi Jae-sung,Choi Jae-sung,https://eng.president.go.kr/sub/profile.php
Kim Sang-jo,Kim Sang-jo,https://eng.president.go.kr/sub/profile.php
Kim Jong-in,Kim Jong-in,https://eng.president.go.kr/sub/profile.php
Hong Nam-ki,Hong Nam-ki,https://eng.president.go.kr/sub/profile.php
Sim Sang-jung,Sim Sang-jung,https://eng.president.go.kr/sub/profile.php
KIM SUNG-SOO,KIM SUNG-SOO,https://www.opm.go.kr/en/prime/profile.do
KIM HYEON-CHUL,KIM HYEON-CHUL,https://www.opm.go.kr/en/prime/profile.do
KIM KWANG-SOO,KIM KWANG-SOO,https://www.opm.go.kr/en/prime/profile.do
KIM HYEON-WOOK,KIM HYEON-WOOK,https://www.opm.go.kr/en/prime/profile.do
KIM HYEON-SEOK,KIM HYEON-SEOK,https://www.opm.go.kr/en/prime/profile.do
KIM JONG-IN,KIM JONG-IN,https://www.opm.go.kr/en/prime/profile.do
Kim Dong-yeon,Kim Dong-yeon,https://www.korea.net/Government/Administration/Cabinet
Cho Kuk,Cho Kuk,https://www.korea.net/Government/Administration/Cabinet
Lee Ho-seung,Lee Ho-seung,https://www.korea.net/Government/Administration/Cabinet
Park Neung-hoo,Park Neung-hoo,https://www.korea.net/Government/Administration/Cabinet
Kim Jin-pyo,Kim Jin-pyo,https://www.korea.net/Government/Administration/Cabinet
Kim Su-hyun,Kim Su-hyun,https://www.korea.net/Government/Administration/Cabinet
Chung Un-chan,Chung Un-chan,https://www.korea.net/Government/Administration/Cabinet
Yoo Myung-hee,Yoo Myung-hee,https://www.korea.net/Government/Administration/Cabinet
김낙엽,김낙엽,https://korea.assembly.go.kr:447/cha/int.jsp
김준희,김준희,https://korea.assembly.go.kr:447/cha/int.jsp
강석진,강석진,https://korea.assembly.go.kr:447/cha/int.jsp
김동옥,김동옥,https://korea.assembly.go.kr:447/cha/int.jsp
박근혜,박근혜,https://korea.assembly.go.kr:447/cha/int.jsp
나경원,나경원,https://korea.assembly.go.kr:447/cha/int.jsp
김종국,김종국,https://korea.assembly.go.kr:447/cha/int.jsp
김경숙,김경숙,https://korea.assembly.go.kr:447/cha/int.jsp
김동민,김동민,https://korea.assembly.go.kr:447/cha/int.jsp
김학송,김학송,https://korea.assembly.go.kr:447/cha/int.jsp
김두환,김두환,https://korea.assembly.go.kr:447/cha/int.jsp
김상원,김상원,https://korea.assembly.go.kr:447/cha/int.jsp
김영철,김영철,https://korea.assembly.go.kr:447/cha/int.jsp
노희숙,노희숙,https://korea.assembly.go.kr:447/cha/int.jsp
박동석,박동석,https://korea.assembly.go.kr:447/cha/int.jsp
김성남,김성남,https://korea.assembly.go.kr:447/cha/int.jsp
김철호,김철호,https://korea.assembly.go.kr:447/cha/int.jsp
김성동,김성동,https://korea.assembly.go.kr:447/cha/int.jsp
김승희,김승희,https://korea.assembly.go.kr:447/cha/int.jsp
강희숙,강희숙,https://korea.assembly.go.kr:447/cha/int.jsp
강병원,강병원,https://korea.assembly.go.kr:447/cha/int.jsp
김종덕,김종덕,https://korea.assembly.go.kr:447/cha/int.jsp
김성태,김성태,https://korea.assembly.go.kr:447/cha/int.jsp
김관임,김관임,https://korea.assembly.go.kr:447/cha/int.jsp
김홍식,김홍식,https://korea.assembly.go.kr:447/cha/int.jsp
김영삼,김영삼,https://korea.assembly.go.kr:447/cha/int.jsp
김동진,김동진,https://korea.assembly.go.kr:447/cha/int.jsp
박경래,박경래,https://korea.assembly.go.kr:447/cha/int.jsp
김교윤,김교윤,https://korea.assembly.go.kr:447/cha/int.jsp
김진태,김진태,https://korea.assembly.go.kr:447/cha/int.jsp
김태원,김태원,https://korea.assembly.go.kr:447/cha/int.jsp
김경태,김경태,https://korea.assembly.go.kr:447/cha/int.jsp
누리효,누리효,https://korea.assembly.go.kr:447/cha/int.jsp
김상도,김상도,https://korea.assembly.go.kr:447/cha/int.jsp
김종민,김종민,https://korea.assembly.go.kr:447/cha/int.jsp
김송일,김송일,https://korea.assembly.go.kr:447/cha/int.jsp
김종철,김종철,https://korea.assembly.go.kr:447/cha/int.jsp
김형석,김형석,https://korea.assembly.go.kr:447/cha/int.jsp
김형철,김형철,https://korea.assembly.go.kr:447/cha/int.jsp
남궁강요한,남궁강요한,https://korea.assembly.go.kr:447/cha/int.jsp
노무현,노무현,https://korea.assembly.go.kr:447/cha/int.jsp
김성모,김성모,https://korea.assembly.go.kr:447/cha/int.jsp
김용학,김용학,https://korea.assembly.go.kr:447/cha/int.jsp
김종수,김종수,https://korea.assembly.go.kr:447/cha/int.jsp
강원재,강원재,https://korea.assembly.go.kr:447/cha/int.jsp
